PeakID (cmd=annotatePeaks.pl tss mm10 -list 2020-04-06_Neutrophil_Expressed_Genes_from_STAR.txt -size -500,150 -CpG)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%
NM_015801	chr8	3514884	3515534	+	0	NA	promoter-TSS (NM_015801)	promoter-TSS (NM_015801)	0	NM_015801	50767	Mm.23085	NM_015801	ENSMUSG00000004565	Pnpla6	AI661849|MSws|Nte	patatin-like phospholipase domain containing 6	protein-coding	0.036923	0.534562
NM_147155	chr17	6961006	6961656	-	0	NA	promoter-TSS (NM_147155)	promoter-TSS (NM_147155)	0	NM_147155	380608	Mm.371734	NM_147155	ENSMUSG00000052031	Tagap1	2610315E15Rik|AA415005|FKSG15	T cell activation GTPase activating protein 1	protein-coding	0.093846	0.632873
NM_007864	chr11	70018105	70018755	+	0	NA	promoter-TSS (NM_007864)	promoter-TSS (NM_007864)	0	NM_007864	13385	Mm.27256	NM_007864	ENSMUSG00000020886	Dlg4	Dlgh4|PSD-95|PSD95|SAP90|SAP90A	discs large MAGUK scaffold protein 4	protein-coding	0.027692	0.635945
NM_025579	chr4	132273875	132274525	+	0	NA	promoter-TSS (NM_025579)	promoter-TSS (NM_025579)	0	NM_025579	66464	Mm.331926	NM_025579	ENSMUSG00000028899	Taf12	20kDa|2810422D08Rik|AW557038|Taf2J	TATA-box binding protein associated factor 12	protein-coding	0.066154	0.572965
NM_009900	chr16	20716486	20717136	-	0	NA	promoter-TSS (NM_009900)	promoter-TSS (NM_009900)	0	NM_009900	12724	Mm.177761	NM_009900	ENSMUSG00000022843	Clcn2	AL118368|ClC-2|Clc2|nmf240	chloride channel, voltage-sensitive 2	protein-coding	0.036923	0.600614
NM_053088	chr7	140950093	140950743	-	0	NA	promoter-TSS (NM_053088)	promoter-TSS (NM_053088)	0	NM_053088	73835	Mm.389989	NM_053088	ENSMUSG00000025489	Ifitm5	1110003J06Rik|AW213665|Bril|DSPA1|Hrmp1|Hrtm1	interferon induced transmembrane protein 5	protein-coding	0.018462	0.562212
NR_045614	chr7	122970309	122970959	-	0	NA	promoter-TSS (NM_011247)	promoter-TSS (NM_011247)	0	NR_045614	73951	Mm.389936	NR_045614		4930413G21Rik	-	RIKEN cDNA 4930413G21 gene	ncRNA	0.081538	0.628264
NM_009812	chr1	58794874	58795524	+	0	NA	promoter-TSS (NM_009812)	promoter-TSS (NM_009812)	0	NM_009812	12370	Mm.336851	NM_009812	ENSMUSG00000026029	Casp8	CASP-8|FLICE|MACH|Mch5	caspase 8	protein-coding	0.016923	0.486943
NM_146066	chr16	11254175	11254825	-	0	NA	promoter-TSS (NM_001130008)	promoter-TSS (NM_001130008)	0	NM_146066	14852	Mm.325827	NM_146066	ENSMUSG00000062203	Gspt1	AI314175|AI326449|AV307676|C79774|G1st|Gst-1	G1 to S phase transition 1	protein-coding	0.081538	0.589862
NM_198113	chr19	4269083	4269733	-	0	NA	promoter-TSS (NM_198113)	promoter-TSS (NM_198113)	0	NM_198113	245857	Mm.248388	NM_198113	ENSMUSG00000034616	Ssh3	SSH-3|SSH-3L	slingshot protein phosphatase 3	protein-coding	0.041538	0.569892
NM_023913	chr11	106487646	106488296	-	0	NA	promoter-TSS (NM_023913)	promoter-TSS (NM_023913)	0	NM_023913	78943	Mm.340943	NM_023913	ENSMUSG00000020715	Ern1	9030414B18Rik|AI225830|C85377|Ire1a|Ire1alpha|Ire1p	endoplasmic reticulum (ER) to nucleus signalling 1	protein-coding	0.073846	0.640553
NM_011503	chr8	3630609	3631259	+	0	NA	promoter-TSS (NM_011503)	promoter-TSS (NM_011503)	0	NM_011503	20911	Mm.7247	NM_011503	ENSMUSG00000004626	Stxbp2	C79054|Munc-18-2|Munc-18b|Munc18b|Sxtbp2|Sxtp2|Unc18-2|Unc18b|muSec1	syntaxin binding protein 2	protein-coding	0.060000	0.571429
NM_013613	chr2	57114888	57115538	-	0	NA	promoter-TSS (NM_013613)	promoter-TSS (NM_013613)	0	NM_013613	18227	Mm.3507	NM_013613	ENSMUSG00000026826	Nr4a2	HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR	nuclear receptor subfamily 4, group A, member 2	protein-coding	0.067692	0.594470
NM_001033238	chr16	52031049	52031699	+	0	NA	promoter-TSS (NM_001033238)	promoter-TSS (NM_001033238)	0	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	0.061538	0.620584
NM_019961	chr10	13552992	13553642	-	0	NA	promoter-TSS (NM_001347361)	promoter-TSS (NM_001347361)	0	NM_019961	56535	Mm.282711	NM_019961	ENSMUSG00000019809	Pex3	1700014F15Rik|2810027F19Rik|2900010N04Rik	peroxisomal biogenesis factor 3	protein-coding	0.067692	0.569892
NM_021299	chr19	29047811	29048461	-	0	NA	promoter-TSS (NM_021299)	promoter-TSS (NM_021299)	0	NM_021299	56248	Mm.196067	NM_021299	ENSMUSG00000024782	Ak3	AA407498|AI506714|AK-3|Ak3l|Ak3l1|Akl3l	adenylate kinase 3	protein-coding	0.052308	0.640553
NM_011759	chr15	75616184	75616834	+	0	NA	promoter-TSS (NM_011759)	promoter-TSS (NM_011759)	0	NM_011759	22701	Mm.87210	NM_011759	ENSMUSG00000047003	Zfp41	CTfin92|Zfp-41	zinc finger protein 41	protein-coding	0.093846	0.668203
NM_012017	chr13	55104809	55105459	+	0	NA	promoter-TSS (NM_012017)	promoter-TSS (NM_012017)	0	NM_012017	26919	Mm.22795	NM_012017	ENSMUSG00000021481	Zfp346	Jaz|Znf346	zinc finger protein 346	protein-coding	0.055385	0.566820
NM_028721	chr9	104002044	104002694	+	0	NA	promoter-TSS (NM_028721)	promoter-TSS (NM_028721)	0	NM_028721	74025	Mm.479273	NM_028721	ENSMUSG00000032558	Nphp3	3632410F03Rik|AI550417|C230078J01|D330020E01Rik|pcy	nephronophthisis 3 (adolescent)	protein-coding	0.052308	0.614439
NM_008528	chr19	40994071	40994721	-	0	NA	promoter-TSS (NM_008528)	promoter-TSS (NM_008528)	0	NM_008528	17060	Mm.9749	NM_008528	ENSMUSG00000061132	Blnk	BASH|Bca|Ly-57|Ly57|Lyw-57|SLP-65	B cell linker	protein-coding	0.016923	0.491551
NM_027898	chr7	31151021	31151671	-	0	NA	promoter-TSS (NM_027898)	promoter-TSS (NM_027898)	0	NM_027898	52857	Mm.27366	NM_027898	ENSMUSG00000001248	Gramd1a	1300003M23Rik|AI415002|AW547240|D7Bwg0611e	GRAM domain containing 1A	protein-coding	0.058462	0.608295
NM_025996	chr2	164070952	164071602	-	0	NA	promoter-TSS (NM_001291155)	promoter-TSS (NM_001291155)	0	NM_025996	67145	Mm.23173	NM_025996	ENSMUSG00000018322	Tomm34	2610100K07Rik|TOM34	translocase of outer mitochondrial membrane 34	protein-coding	0.056923	0.592934
NM_010700	chr9	21723076	21723726	+	0	NA	promoter-TSS (NM_001252659)	promoter-TSS (NM_001252659)	0	NM_010700	16835	Mm.3213	NM_010700	ENSMUSG00000032193	Ldlr	Hlb301	low density lipoprotein receptor	protein-coding	0.058462	0.563748
NM_010587	chr16	91728871	91729521	+	0	NA	promoter-TSS (NM_001110276)	promoter-TSS (NM_001110276)	0	NM_010587	16443	Mm.40546	NM_010587	ENSMUSG00000022957	Itsn1	AA517634|AA545208|AI316805|AI839402|AI848451|Ehsh1|Ese1|Itsn|Sh3p17	intersectin 1 (SH3 domain protein 1A)	protein-coding	0.076923	0.589862
NM_001002929	chr11	115563944	115564594	+	0	NA	promoter-TSS (NM_001002929)	promoter-TSS (NM_001002929)	0	NM_001002929	445007	Mm.4379	NM_001002929	ENSMUSG00000020739	Nup85	Pcnt1|frount	nucleoporin 85	protein-coding	0.061538	0.557604
NM_144833	chr12	84316359	84317009	+	0	NA	promoter-TSS (NR_157102)	promoter-TSS (NR_157102)	0	NM_144833	52708	Mm.255150	NM_144833	ENSMUSG00000042472	Zfp410	Apa1|D12Ertd748e|Znf410	zinc finger protein 410	protein-coding	0.049231	0.557604
NM_012058	chr1	182124237	182124887	+	0	NA	promoter-TSS (NM_012058)	promoter-TSS (NM_012058)	0	NM_012058	27058	Mm.273196	NM_012058	ENSMUSG00000026511	Srp9	9kDa	signal recognition particle 9	protein-coding	0.063077	0.585253
NM_027129	chr2	131209860	131210510	+	0	NA	promoter-TSS (NM_027129)	promoter-TSS (NM_027129)	0	NM_027129	69596	Mm.2937	NM_027129	ENSMUSG00000068264	Ap5s1	0610038L13Rik|2310035K24Rik|AW060727|sigma5	adaptor-related protein 5 complex, sigma 1 subunit	protein-coding	0.058462	0.588326
NM_010686	chr4	130912816	130913466	+	0	NA	promoter-TSS (NM_010686)	promoter-TSS (NM_010686)	0	NM_010686	16792	Mm.271868	NM_010686	ENSMUSG00000028581	Laptm5	E3|Stra13	lysosomal-associated protein transmembrane 5	protein-coding	0.023077	0.539171
NR_015467	chrX	105069974	105070624	-	0	NA	promoter-TSS (NR_015467)	promoter-TSS (NR_015467)	0	NR_015467	71445	Mm.242968	NR_015467	ENSMUSG00000087174	5530601H04Rik	AI835882	RIKEN cDNA 5530601H04 gene	ncRNA	0.033846	0.434716
NM_026797	chr2	164485955	164486605	+	0	NA	promoter-TSS (NM_026797)	promoter-TSS (NM_026797)	0	NM_026797	52840	Mm.256927	NM_026797	ENSMUSG00000017734	Dbndd2	1110017A21Rik|2900022J10Rik|AU041050|AW048677|D2Bwg0891e|Nkip|R74724	dysbindin (dystrobrevin binding protein 1) domain containing 2	protein-coding	0.104615	0.706605
NM_022027	chr10	5068913	5069563	-	0	NA	promoter-TSS (NM_022027)	promoter-TSS (NM_022027)	0	NM_022027	64009	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	0.016923	0.502304
NM_007458	chr7	44929340	44929990	-	0	NA	promoter-TSS (NM_007458)	promoter-TSS (NM_007458)	0	NM_007458	11771	Mm.6877	NM_007458	ENSMUSG00000060279	Ap2a1	Adtaa	adaptor-related protein complex 2, alpha 1 subunit	protein-coding	0.090769	0.639017
NM_007920	chr14	79480694	79481344	+	0	NA	promoter-TSS (NM_007920)	promoter-TSS (NM_007920)	0	NM_007920	13709	Mm.20938	NM_007920	ENSMUSG00000036461	Elf1	Elf-1|Sts1|mElf-1|p70	E74-like factor 1	protein-coding	0.141538	0.761905
NM_010145	chr1	181017419	181018069	-	0	NA	promoter-TSS (NM_010145)	promoter-TSS (NM_010145)	0	NM_010145	13849	Mm.9075	NM_010145	ENSMUSG00000038776	Ephx1	EH|Eph-1|Eph1|Epxh1|mEH	epoxide hydrolase 1, microsomal	protein-coding	0.023077	0.557604
NM_019969	chr4	3938255	3938905	-	0	NA	promoter-TSS (NR_104354)	promoter-TSS (NR_104354)	0	NM_019969	56711	Mm.331467	NM_019969	ENSMUSG00000003282	Plag1	-	pleiomorphic adenoma gene 1	protein-coding	0.118462	0.718894
NM_015824	chr4	34614792	34615442	-	0	NA	promoter-TSS (NM_015824)	promoter-TSS (NM_015824)	0	NM_015824	50793	Mm.399624	NM_015824	ENSMUSG00000040044	Orc3	Orc3l	origin recognition complex, subunit 3	protein-coding	0.069231	0.566820
NM_198608	chr17	45506341	45506991	+	0	NA	promoter-TSS (NM_001358000)	promoter-TSS (NM_001358000)	0	NM_198608	224805	Mm.329063	NM_198608	ENSMUSG00000023938	Aars2	Aarsl|AlaRS|Gm89	alanyl-tRNA synthetase 2, mitochondrial	protein-coding	0.050769	0.542243
NM_175095	chr3	57651534	57652184	-	0	NA	promoter-TSS (NM_175095)	promoter-TSS (NM_175095)	0	NM_175095	52245	Mm.21901	NM_175095	ENSMUSG00000036513	Commd2	1190017G07Rik|AI047739|D3Ertd176e|HSPC042	COMM domain containing 2	protein-coding	0.038462	0.459293
NM_026322	chr14	64455753	64456403	-	0	NA	promoter-TSS (NM_026322)	promoter-TSS (NM_026322)	0	NM_026322	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	0.020000	0.496160
NM_029578	chr14	118132615	118133265	-	0	NA	promoter-TSS (NM_029578)	promoter-TSS (NM_029578)	0	NM_029578	76355	Mm.251537	NM_029578	ENSMUSG00000022130	Tgds	2610017J16Rik|2610025M23Rik|AI648925	TDP-glucose 4,6-dehydratase	protein-coding	0.050769	0.520737
NM_015821	chr8	105264148	105264798	+	0	NA	promoter-TSS (NM_015821)	promoter-TSS (NM_015821)	0	NM_015821	50788	Mm.334764	NM_015821	ENSMUSG00000033313	Fbxl8	FBL8	F-box and leucine-rich repeat protein 8	protein-coding	0.075385	0.648233
NM_011622	chr8	75033186	75033836	+	0	NA	promoter-TSS (NM_001136259)	promoter-TSS (NM_001136259)	0	NM_011622	21968	Mm.1967	NM_011622	ENSMUSG00000042870	Tom1	-	target of myb1 trafficking protein	protein-coding	0.052308	0.609831
NR_028520	chr12	76443997	76444647	+	0	NA	promoter-TSS (NR_028520)	promoter-TSS (NR_028520)	0	NR_028520	100041694	Mm.259350	NR_028520	ENSMUSG00000073000	Gm10451	-	predicted gene 10451	ncRNA	0.021538	0.488479
NM_134251	chr16	33517695	33518345	+	0	NA	promoter-TSS (NM_134251)	promoter-TSS (NM_134251)	0	NM_134251	171286	Mm.35253	NM_134251	ENSMUSG00000035506	Slc12a8	CCC9|E330020C02Rik	solute carrier family 12 (potassium/chloride transporters), member 8	protein-coding	0.007692	0.536098
NR_030688	chr17	30396030	30396680	-	0	NA	promoter-TSS (NR_030688)	promoter-TSS (NR_030688)	0	NR_030688	623169	Mm.440508	NR_030688		Gm6402	EG623169	ribosomal protein S17 pseudogene	pseudo	0.009231	0.479263
NM_010023	chr17	24426183	24426833	+	0	NA	promoter-TSS (NM_010023)	promoter-TSS (NM_010023)	0	NM_010023	13177	Mm.291743	NM_010023	ENSMUSG00000024132	Eci1	Dci|eci	enoyl-Coenzyme A delta isomerase 1	protein-coding	0.043077	0.571429
NM_178778	chr2	39190580	39191230	-	0	NA	promoter-TSS (NM_178778)	promoter-TSS (NM_178778)	0	NM_178778	320271	Mm.204836	NM_178778	ENSMUSG00000035236	Scai	9330112M16|A930041I02Rik|AI662729	suppressor of cancer cell invasion	protein-coding	0.069231	0.629800
NM_025708	chr16	8637561	8638211	-	0	NA	promoter-TSS (NM_025708)	promoter-TSS (NM_025708)	0	NM_025708	66690	Mm.10068	NM_025708	ENSMUSG00000043140	Tmem186	2810440M13Rik|4432406C05Rik|AI648175|AW210586	transmembrane protein 186	protein-coding	0.055385	0.568356
NM_173780	chrX	153237248	153237898	+	0	NA	promoter-TSS (NM_173780)	promoter-TSS (NM_173780)	0	NM_173780	245671	Mm.260751	NM_173780	ENSMUSG00000041649	Klf8	BKLF3|ZNF74	Kruppel-like factor 8	protein-coding	0.024615	0.525346
NM_010609	chr19	5703971	5704621	+	0	NA	promoter-TSS (NM_010609)	promoter-TSS (NM_010609)	0	NM_010609	16530	Mm.440033	NM_010609	ENSMUSG00000024936	Kcnk7	2310014G03Rik|Kcnk6|Kcnk8|Knot|Mlk3	potassium channel, subfamily K, member 7	protein-coding	0.024615	0.580645
NM_175318	chr7	47008264	47008914	-	0	NA	promoter-TSS (NM_175318)	promoter-TSS (NM_175318)	0	NM_175318	101685	Mm.155687	NM_175318	ENSMUSG00000049516	Spty2d1	5830435K17Rik|AI852426|P16H6	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	protein-coding	0.070769	0.569892
NM_001033294	chr2	28839906	28840556	+	0	NA	promoter-TSS (NR_156412)	promoter-TSS (NR_156412)	0	NM_001033294	227674	Mm.44179	NM_001033294	ENSMUSG00000026806	Ddx31	5830444G11Rik|Gm997	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31	protein-coding	0.098462	0.678955
NM_029686	chr8	117082299	117082949	-	0	NA	promoter-TSS (NM_029686)	promoter-TSS (NM_029686)	0	NM_029686	76645	Mm.159753	NM_029686	ENSMUSG00000034416	Pkd1l2	1700126L06Rik	polycystic kidney disease 1 like 2	protein-coding	0.023077	0.505376
NM_019408	chr19	46305195	46305845	+	0	NA	promoter-TSS (NM_019408)	promoter-TSS (NM_019408)	0	NM_019408	18034	Mm.102365	NM_019408	ENSMUSG00000025225	Nfkb2	NF-kappaB2|lyt|p49|p49/p100|p50B|p52	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein-coding	0.075385	0.669739
NM_033521	chr15	34237526	34238176	+	0	NA	promoter-TSS (NM_033521)	promoter-TSS (NM_033521)	0	NM_033521	114128	Mm.197518	NM_033521	ENSMUSG00000022257	Laptm4b	C330023P13Rik|LAPTM4beta	lysosomal-associated protein transmembrane 4B	protein-coding	0.038462	0.506912
NM_009481	chrX	13070998	13071648	+	0	NA	promoter-TSS (NM_009481)	promoter-TSS (NM_009481)	0	NM_009481	22284	Mm.242646	NM_009481	ENSMUSG00000031010	Usp9x	5730589N07Rik|AA407302|AA407699|AL022658|AL022749|Dffrx|FAF-X|Fafl	ubiquitin specific peptidase 9, X chromosome	protein-coding	0.063077	0.642089
NM_026316	chr19	3929628	3930278	-	0	NA	promoter-TSS (NM_026316)	promoter-TSS (NM_026316)	0	NM_026316	67689	Mm.109341	NM_026316	ENSMUSG00000024885	Aldh3b1	1700001N19Rik|ALDH4|ALDH7	aldehyde dehydrogenase 3 family, member B1	protein-coding	0.023077	0.565284
NM_019734	chr8	41374547	41375197	-	0	NA	promoter-TSS (NM_019734)	promoter-TSS (NM_019734)	0	NM_019734	11886	Mm.22547	NM_019734	ENSMUSG00000031591	Asah1	2310081N20Rik|AC|Asah	N-acylsphingosine amidohydrolase 1	protein-coding	0.063077	0.619048
NM_025617	chr4	107178216	107178866	-	0	NA	promoter-TSS (NM_025617)	promoter-TSS (NM_025617)	0	NM_025617	66526	Mm.246956	NM_025617	ENSMUSG00000028619	Tceanc2	2210010B22Rik|2210012G02Rik|6330404A07Rik|AU015593|Tdeanc2	transcription elongation factor A (SII) N-terminal and central domain containing 2	protein-coding	0.081538	0.654378
NM_009735	chr2	122147187	122147837	+	0	NA	promoter-TSS (NM_009735)	promoter-TSS (NM_009735)	0	NM_009735	12010	Mm.163	NM_009735	ENSMUSG00000060802	B2m	Ly-m11|beta2-m|beta2m	beta-2 microglobulin	protein-coding	0.029231	0.485407
NM_016969	chr7	3290055	3290705	+	0	NA	promoter-TSS (NM_001093765)	promoter-TSS (NM_001093765)	0	NM_016969	50918	Mm.29874	NM_016969	ENSMUSG00000068566	Myadm	D7Wsu62e	myeloid-associated differentiation marker	protein-coding	0.038462	0.580645
NM_145436	chr11	104550470	104551120	-	0	NA	promoter-TSS (NM_001285988)	promoter-TSS (NM_001285988)	0	NM_145436	217232	Mm.89845	NM_145436	ENSMUSG00000020687	Cdc27	AI452358|APC3|BC023187	cell division cycle 27	protein-coding	0.050769	0.519201
NM_027014	chr2	150909094	150909744	+	0	NA	promoter-TSS (NM_027014)	promoter-TSS (NM_027014)	0	NM_027014	69270	Mm.271603	NM_027014	ENSMUSG00000027454	Gins1	2810418N01Rik|Gins4|PSF1|mKIAA0186	GINS complex subunit 1 (Psf1 homolog)	protein-coding	0.032308	0.445469
NM_144812	chr15	80710813	80711463	+	0	NA	promoter-TSS (NM_144812)	promoter-TSS (NM_144812)	0	NM_144812	213988	Mm.131328	NM_144812	ENSMUSG00000047888	Tnrc6b	2700090M07Rik|A730065C02Rik|AI848765|D230019K20Rik	trinucleotide repeat containing 6b	protein-coding	0.069231	0.600614
NM_001254744	chr10	22149120	22149770	-	0	NA	promoter-TSS (NM_001254744)	promoter-TSS (NM_001254744)	0	NM_001254744	319887	Mm.177746	NM_001254744	ENSMUSG00000097327	E030030I06Rik	-	RIKEN cDNA E030030I06 gene	protein-coding	0.066154	0.606759
NM_010256	chr16	91646822	91647472	-	0	NA	promoter-TSS (NM_019973)	promoter-TSS (NM_019973)	0	NM_010256	14450	Mm.4505	NM_010256	ENSMUSG00000022962	Gart	Gaps|Prgs	phosphoribosylglycinamide formyltransferase	protein-coding	0.084615	0.635945
NM_146787	chr9	38752296	38752946	+	0	NA	promoter-TSS (NM_146787)	promoter-TSS (NM_146787)	0	NM_146787	258783	Mm.131149	NM_146787	ENSMUSG00000061039	Olfr920	MOR165-6	olfactory receptor 920	protein-coding	0.003077	0.408602
NM_139153	chr5	24451677	24452327	+	0	NA	promoter-TSS (NM_001359881)	promoter-TSS (NM_001359881)	0	NM_139153	213990	Mm.250703	NM_139153	ENSMUSG00000023353	Agap3	AGAP-3|AV028425|Centg3|Crag|Crag.|MRIP-1|cnt-g3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	protein-coding	0.149231	0.789555
NM_013585	chr17	34187180	34187830	-	0	NA	promoter-TSS (NM_013683)	promoter-TSS (NM_013683)	0	NM_013585	16912	Mm.390983	NM_013585	ENSMUSG00000096727	Psmb9	Lmp-2|Lmp2	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)	protein-coding	0.063077	0.606759
NM_001195258	chr8	4247714	4248364	+	0	NA	promoter-TSS (NM_001195258)	promoter-TSS (NM_001195258)	0	NM_001195258	100044509	Mm.439193	NM_001195258	ENSMUSG00000089736	Tgfbr3l	Gm14378	transforming growth factor, beta receptor III-like	protein-coding	0.024615	0.589862
NM_145453	chr13	91807546	91808196	-	0	NA	promoter-TSS (NM_145453)	promoter-TSS (NM_145453)	0	NM_145453	69085	Mm.52356	NM_145453	ENSMUSG00000021621	Zcchc9	1810019C21Rik	zinc finger, CCHC domain containing 9	protein-coding	0.040000	0.537634
NM_016723	chr14	101653467	101654117	+	0	NA	promoter-TSS (NM_016723)	promoter-TSS (NM_016723)	0	NM_016723	50933	Mm.275970	NM_016723	ENSMUSG00000022111	Uchl3	-	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	protein-coding	0.064615	0.583717
NM_024270	chr13	19395663	19396313	-	0	NA	promoter-TSS (NM_001347485)	promoter-TSS (NM_001347485)	0	NM_024270	76205	Mm.41940	NM_024270	ENSMUSG00000003062	Stard3nl	0610035N01Rik|6530409L22Rik|AW124774|MENTHO	STARD3 N-terminal like	protein-coding	0.060000	0.546851
NM_017373	chr13	52980889	52981539	-	0	NA	promoter-TSS (NM_017373)	promoter-TSS (NM_017373)	0	NM_017373	18030	Mm.136604	NM_017373	ENSMUSG00000056749	Nfil3	AV225605|E4BP4	nuclear factor, interleukin 3, regulated	protein-coding	0.144615	0.748080
NM_145591	chr8	4612670	4613320	+	0	NA	promoter-TSS (NM_145591)	promoter-TSS (NM_145591)	0	NM_145591	233987	Mm.102799	NM_145591	ENSMUSG00000058748	Zfp958	-	zinc finger protein 958	protein-coding	0.029231	0.509985
NM_010630	chr15	76660081	76660731	+	0	NA	promoter-TSS (NM_001358912)	promoter-TSS (NM_001358912)	0	NM_010630	16581	Mm.378950	NM_010630	ENSMUSG00000004187	Kifc2	-	kinesin family member C2	protein-coding	0.076923	0.637481
NM_172468	chr4	59805150	59805800	+	0	NA	promoter-TSS (NM_172468)	promoter-TSS (NM_172468)	0	NM_172468	209131	Mm.259705	NM_172468	ENSMUSG00000028385	Snx30	4732481H14Rik|C030041J06Rik	sorting nexin family member 30	protein-coding	0.043077	0.511521
NM_173008	chr7	4925321	4925971	+	0	NA	promoter-TSS (NM_173008)	promoter-TSS (NM_173008)	0	NM_173008	269855	Mm.44190	NM_173008	ENSMUSG00000035279	Ssc5d	A430110N23Rik|S5D-SRCRB	scavenger receptor cysteine rich family, 5 domains	protein-coding	0.009231	0.605223
NM_011862	chr15	83432700	83433350	-	0	NA	promoter-TSS (NM_011862)	promoter-TSS (NM_011862)	0	NM_011862	23970	Mm.23978	NM_011862	ENSMUSG00000016664	Pacsin2	AI197433	protein kinase C and casein kinase substrate in neurons 2	protein-coding	0.010769	0.514593
NM_172309	chr6	146805030	146805680	+	0	NA	promoter-TSS (NM_172309)	promoter-TSS (NM_172309)	0	NM_172309	272322	Mm.333500	NM_172309	ENSMUSG00000040187	Arntl2	4632430A05Rik|BMAL2|CLIF|MOP9|bHLHe6	aryl hydrocarbon receptor nuclear translocator-like 2	protein-coding	0.018462	0.465438
NM_177647	chr2	3512565	3513215	+	0	NA	promoter-TSS (NM_177647)	promoter-TSS (NM_177647)	0	NM_177647	227526	Mm.211455	NM_177647	ENSMUSG00000039496	Cdnf	9330140G23|Armetl1	cerebral dopamine neurotrophic factor	protein-coding	0.072308	0.615975
NM_009758	chr14	34502396	34503046	-	0	NA	promoter-TSS (NM_009758)	promoter-TSS (NM_009758)	0	NM_009758	12166	Mm.237825	NM_009758	ENSMUSG00000021796	Bmpr1a	1110037I22Rik|ALK-3|ALK3|AU045487|BMPR-1A|BMPR-IA|Bmpr|SKR5	bone morphogenetic protein receptor, type 1A	protein-coding	0.155385	0.784946
NM_028331	chr15	78529501	78530151	-	0	NA	promoter-TSS (NM_001204153)	promoter-TSS (NM_001204153)	0	NM_028331	72709	Mm.34776	NM_028331	ENSMUSG00000022440	C1qtnf6	2810036M19Rik|Adiq|CTRP6	C1q and tumor necrosis factor related protein 6	protein-coding	0.026154	0.596006
NR_040728	chr9	40332972	40333622	+	0	NA	promoter-TSS (NR_040728)	promoter-TSS (NR_040728)	0	NR_040728	73558	Mm.398307	NR_040728		1700110K17Rik	-	RIKEN cDNA 1700110K17 gene	ncRNA	0.038462	0.548387
NR_029733	chr14	61631960	61632610	-	0	NA	promoter-TSS (NR_029734)	promoter-TSS (NR_029734)	0	NR_029733	387174		NR_029733	ENSMUSG00000093007	Mir15a	Mirn15a|mir-15a|mmu-mir-15a	microRNA 15a	ncRNA	0.004615	0.334869
NR_029743	chr1	74393810	74394460	+	0	NA	promoter-TSS (NR_029743)	promoter-TSS (NR_029743)	0	NR_029743	387219		NR_029743	ENSMUSG00000065468	Mir26b	Mirn26b|mir-26b|mmu-mir-26b	microRNA 26b	ncRNA	0.020000	0.576037
NM_029868	chr4	116557158	116557808	+	0	NA	promoter-TSS (NM_029868)	promoter-TSS (NM_029868)	0	NM_029868	77110	Mm.41715	NM_029868	ENSMUSG00000034042	Gpbp1l1	5330440M15Rik|BC002292	GC-rich promoter binding protein 1-like 1	protein-coding	0.087692	0.634409
NM_021468	chr4	43058453	43059103	+	0	NA	promoter-TSS (NM_001310758)	promoter-TSS (NM_001310758)	0	NM_021468	22249	Mm.128892	NM_021468	ENSMUSG00000028456	Unc13b	Munc13-1|Munc13-2|Unc13a|Unc13h1|Unc13h2	unc-13 homolog B	protein-coding	0.053846	0.554531
NM_010388	chr17	34144749	34145399	+	0	NA	promoter-TSS (NM_010388)	promoter-TSS (NM_010388)	0	NM_010388	15000	Mm.195060	NM_010388	ENSMUSG00000037548	H2-DMb2	H-2Mb2|H2-Mb2	histocompatibility 2, class II, locus Mb2	protein-coding	0.007692	0.502304
NM_027469	chr8	105758457	105759107	-	0	NA	promoter-TSS (NM_001368385)	promoter-TSS (NM_001368385)	0	NM_027469	70575	Mm.40954	NM_027469	ENSMUSG00000013150	Gfod2	5730466C23Rik	glucose-fructose oxidoreductase domain containing 2	protein-coding	0.058462	0.549923
NR_033555	chr6	141340053	141340703	+	0	NA	promoter-TSS (NR_033555)	promoter-TSS (NR_033555)	0	NR_033555	100093700	Mm.483778	NR_033555	ENSMUSG00000107456	Gm10400	-	predicted gene 10400	ncRNA	0.001538	0.430108
